fa_atr,fa_rep,fa_sol,fa_intra_atr_xover4,fa_intra_rep_xover4,fa_intra_sol_xover4,lk_ball,lk_ball_iso,lk_ball_bridge,lk_ball_bridge_uncpl,fa_elec,fa_intra_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,omega,fa_dun_dev,fa_dun_rot,fa_dun_semi,p_aa_pp,hxl_tors,ref,rama_prepro,total_score,all_cst,corrected_ddg,L_SASA,substrate_SASA,H2O_hbond,O2_hbond,oxy_hbond,cms,cms_per_atom,sc,nlr_dE,nlr_totrms,nlr_SR1_rms,nlr_SR2_rms,nlr_SR3_rms,score_per_res,description
-1202.636,174.833,905.676,-75.755,67.048,55.375,530.192,1318.564,4.043,30.692,-421.583,-51.716,1.759,-118.371,-33.799,-27.106,-35.652,0.0,28.423,44.507,141.903,287.815,-86.868,29.833,-90.028,28.867,-617.129,9.26,-28.683,0.0,-0.0,0.0,1.0,0.0,319.84,8.201,0.809,17.221,0.554,1.644,0.163,3.718,-2.996,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_3
-1200.423,171.637,917.077,-76.47,64.454,55.471,533.215,1316.341,4.41,33.575,-428.343,-49.818,1.204,-116.733,-32.705,-27.964,-38.726,0.0,27.541,41.954,139.358,278.413,-86.354,33.627,-98.195,36.348,-623.294,11.261,-25.836,0.007,2.758,0.0,0.0,0.0,316.032,8.103,0.719,19.023,0.527,1.599,0.151,1.813,-3.026,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_4
-1201.571,173.212,917.779,-78.532,67.393,56.771,527.574,1314.92,4.504,33.662,-422.355,-49.933,1.153,-117.087,-31.526,-26.508,-37.201,0.0,25.941,40.561,147.98,279.247,-90.381,31.124,-98.149,30.211,-619.623,10.911,-24.854,0.011,0.0,0.0,0.0,0.0,303.786,7.789,0.62,12.667,0.518,1.61,0.144,1.856,-3.008,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_5
-1185.339,172.096,886.753,-75.56,63.468,55.588,523.025,1290.413,4.251,31.671,-417.635,-50.54,1.867,-115.694,-33.841,-21.498,-35.031,0.0,23.593,45.332,142.887,278.105,-89.631,29.644,-95.663,27.52,-620.746,11.664,-33.463,0.007,1.751,0.0,0.0,0.0,315.658,8.094,0.795,17.838,0.384,1.663,0.21,1.689,-3.013,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_6
-1185.501,176.725,893.703,-75.55,62.561,55.581,525.692,1296.516,3.715,28.822,-426.496,-50.087,1.775,-116.216,-31.35,-24.752,-34.495,0.0,24.652,39.339,143.017,283.653,-87.337,30.495,-97.755,30.385,-617.538,13.789,-32.604,0.009,1.14,0.0,0.0,0.0,313.451,8.037,0.777,19.967,0.656,1.636,0.741,3.642,-2.998,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_7
-1205.362,175.171,910.199,-77.463,68.622,55.12,530.842,1314.27,4.125,30.54,-426.211,-49.23,1.294,-118.079,-31.234,-26.882,-40.134,0.0,26.689,42.658,153.784,270.942,-87.465,30.775,-96.537,32.386,-628.526,8.434,-27.896,0.007,2.461,0.0,0.0,0.0,317.662,8.145,0.749,17.262,0.708,1.615,0.254,1.896,-3.051,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_8
-1199.01,174.313,900.257,-76.677,67.869,54.646,530.658,1307.038,3.695,27.644,-427.426,-51.822,1.172,-117.323,-32.248,-27.054,-40.834,0.0,27.803,41.97,147.767,269.921,-87.691,32.608,-91.624,33.069,-632.464,8.783,-29.091,0.009,2.764,0.0,0.0,0.0,318.966,8.179,0.725,20.008,0.658,1.618,0.168,3.795,-3.07,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_9
-1190.661,178.18,884.632,-72.438,61.096,49.166,535.489,1291.844,4.707,32.408,-436.695,-44.986,1.978,-123.324,-44.435,-21.331,-30.419,0.0,33.543,37.987,123.658,258.17,-79.265,31.999,-100.533,50.867,-660.704,7.249,-34.698,0.002,1.253,0.0,1.0,0.0,322.777,8.276,0.796,23.183,0.571,1.715,0.171,1.634,-3.207,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_0
-1187.489,177.487,880.582,-72.017,60.518,50.284,531.422,1289.104,5.044,34.499,-431.328,-46.207,1.983,-123.26,-44.463,-21.423,-26.404,0.0,33.159,39.1,120.175,260.946,-80.228,31.96,-101.534,48.423,-658.879,7.153,-34.797,0.002,1.105,0.0,1.0,0.0,329.833,8.457,0.792,22.858,0.573,1.718,0.17,1.635,-3.198,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_1
-1198.846,174.525,904.967,-73.175,63.371,52.042,542.852,1312.274,4.61,31.599,-435.398,-43.227,1.93,-121.878,-47.882,-26.196,-25.816,0.0,29.298,44.328,126.116,263.847,-83.15,20.932,-105.869,37.887,-663.759,5.598,-29.941,-0.0,-0.0,0.0,1.0,0.0,308.755,7.917,0.779,19.758,0.512,1.658,1.176,1.715,-3.222,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_2
-1193.38,174.229,901.278,-73.378,66.67,52.139,537.795,1305.89,4.363,29.094,-433.647,-42.516,1.991,-121.777,-47.477,-25.075,-27.433,0.0,29.414,40.528,129.064,264.283,-84.254,20.995,-106.099,40.13,-658.913,5.401,-30.958,-0.0,-0.0,0.0,1.0,0.0,311.52,7.988,0.801,21.796,0.329,1.014,0.34,1.702,-3.199,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_3
-1178.325,174.693,893.258,-70.899,60.411,51.66,528.238,1293.88,5.024,33.747,-428.32,-46.115,2.072,-123.122,-45.781,-20.216,-20.39,0.0,34.035,39.744,125.451,260.218,-79.422,27.694,-111.807,42.419,-644.122,5.471,-28.74,0.006,2.837,0.0,1.0,0.0,310.711,7.967,0.686,16.374,0.499,1.937,1.224,1.635,-3.127,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_4
-1174.889,174.819,886.039,-71.127,61.415,51.687,525.394,1285.789,5.144,34.296,-416.467,-45.491,2.087,-122.883,-45.572,-19.382,-18.737,0.0,35.327,39.457,129.303,260.331,-79.43,23.598,-110.099,43.013,-630.473,5.198,-29.606,0.005,2.263,0.0,1.0,0.0,311.635,7.991,0.731,16.57,0.345,1.894,1.047,1.64,-3.061,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_5
-1184.208,174.607,897.167,-71.785,60.338,51.603,532.537,1301.581,4.793,32.559,-433.919,-43.2,1.928,-123.645,-46.416,-21.314,-21.778,0.0,35.834,39.14,131.352,254.046,-78.814,25.374,-108.171,43.724,-649.679,7.91,-28.341,0.003,0.935,0.0,1.0,0.0,313.336,8.034,0.705,15.436,0.456,1.927,1.247,1.632,-3.154,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_6
-1186.573,175.222,888.78,-71.753,61.242,51.508,532.885,1301.281,4.749,32.641,-427.73,-43.175,1.87,-123.087,-45.744,-22.235,-21.468,0.0,37.177,39.257,124.704,258.682,-79.954,21.196,-96.334,45.628,-645.27,8.814,-28.924,0.004,1.184,0.0,1.0,0.0,313.637,8.042,0.714,14.715,0.447,1.797,1.244,1.641,-3.132,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_7
-1184.886,178.728,876.343,-71.393,65.959,48.583,524.972,1283.161,4.971,33.23,-421.565,-45.332,1.996,-122.256,-48.368,-22.226,-21.657,0.0,30.886,41.145,126.961,252.341,-80.976,27.711,-101.885,44.411,-657.752,10.78,-30.069,0.002,1.269,0.0,2.0,1.0,310.747,7.968,0.788,16.343,0.522,1.704,1.233,1.502,-3.193,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_8
-1178.519,177.542,882.843,-70.178,65.883,47.879,525.93,1285.672,4.806,30.849,-424.899,-43.836,1.998,-122.387,-46.796,-20.578,-26.075,0.0,30.303,42.783,124.281,255.574,-81.664,25.625,-101.785,40.678,-650.4,5.106,-34.964,0.005,2.852,1.0,2.0,1.0,299.199,7.672,0.745,17.5,0.661,1.706,3.617,1.642,-3.157,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_9
-1186.051,178.129,883.384,-73.204,66.994,51.369,523.572,1287.651,5.152,35.218,-418.754,-47.976,2.161,-121.282,-45.763,-20.366,-22.729,0.0,35.6,41.125,123.233,263.373,-81.318,21.467,-97.855,40.022,-646.226,4.564,-31.677,0.001,0.337,0.0,1.0,0.0,304.056,7.796,0.715,16.372,0.401,1.859,1.229,1.549,-3.137,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_0
-1175.556,175.903,870.958,-70.38,62.644,49.138,524.153,1277.976,5.362,37.759,-415.498,-47.534,2.059,-122.509,-46.987,-19.614,-22.641,0.0,37.931,40.771,117.006,259.724,-81.813,25.899,-92.288,36.83,-644.52,6.613,-31.949,0.001,0.684,0.0,1.0,0.0,296.126,7.593,0.744,16.506,0.334,1.864,1.224,1.44,-3.129,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_1
-1184.817,174.251,900.673,-69.998,59.056,51.017,532.789,1301.039,5.082,34.247,-432.203,-46.205,1.85,-122.293,-48.152,-20.292,-27.797,0.0,38.546,41.37,114.444,266.11,-73.78,30.853,-114.206,46.611,-650.107,7.499,-26.514,0.022,11.725,0.0,1.0,0.0,293.941,7.537,0.782,16.332,0.482,1.719,1.349,1.561,-3.156,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_2
-1184.155,175.769,879.748,-69.802,60.073,50.108,528.757,1292.13,4.834,32.224,-420.056,-45.174,1.854,-122.164,-46.835,-19.025,-23.639,0.0,33.235,42.762,112.971,259.93,-78.222,30.446,-98.072,45.263,-644.395,6.855,-27.056,0.005,2.801,0.0,1.0,0.0,298.73,7.66,0.711,11.549,0.51,1.742,1.264,1.6,-3.128,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_3
-1190.391,178.16,893.729,-73.12,67.44,50.997,531.471,1294.272,5.521,37.262,-430.661,-44.451,1.997,-122.413,-46.135,-18.899,-29.144,0.0,31.962,42.517,127.464,267.132,-78.455,27.06,-108.656,42.052,-648.415,5.963,-31.455,0.009,4.684,1.0,2.0,1.0,310.417,7.959,0.758,19.624,0.471,1.697,1.491,1.635,-3.148,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_4
-1191.32,178.539,888.997,-73.054,67.687,50.842,528.67,1293.387,5.03,34.778,-424.234,-43.867,1.95,-121.086,-46.95,-18.86,-25.643,0.0,34.3,41.159,134.26,261.026,-81.635,22.934,-103.415,42.502,-644.085,5.599,-28.57,0.006,3.268,0.0,2.0,1.0,319.81,8.2,0.739,16.07,0.482,1.607,1.602,1.592,-3.127,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_5
-1194.301,178.587,893.351,-72.637,65.065,50.767,531.261,1294.696,5.063,35.049,-423.56,-45.496,1.804,-122.262,-45.316,-19.536,-23.273,0.0,34.875,46.048,133.394,269.556,-80.79,21.932,-110.539,40.363,-640.021,6.081,-31.132,0.002,0.97,1.0,2.0,1.0,309.968,7.948,0.74,16.845,0.616,1.733,1.291,1.635,-3.107,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_6
-1193.584,180.463,899.257,-72.892,65.614,52.517,532.559,1297.875,4.641,32.301,-429.207,-44.037,1.873,-121.559,-45.792,-19.572,-25.936,0.0,36.2,44.186,136.886,266.191,-80.103,25.463,-112.556,41.966,-633.998,5.788,-28.708,0.002,0.915,0.0,2.0,1.0,303.368,7.779,0.704,17.511,0.789,0.0,3.767,1.616,-3.078,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_7
-1182.084,176.3,889.744,-72.251,64.438,51.388,530.68,1290.596,5.299,34.323,-425.0,-46.996,2.074,-122.183,-48.405,-21.297,-27.296,0.0,35.077,38.409,134.473,254.168,-81.274,19.357,-101.155,38.348,-653.068,10.465,-26.132,0.014,8.061,0.0,1.0,0.0,299.41,7.677,0.774,12.417,0.678,1.666,1.232,1.518,-3.17,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_8
-1181.918,175.477,887.673,-70.74,59.559,50.433,530.305,1290.679,5.224,35.182,-420.681,-46.19,1.957,-122.074,-48.584,-21.531,-27.186,0.0,35.71,38.028,127.432,258.643,-80.017,23.293,-103.724,40.15,-652.19,8.885,-26.521,0.013,7.665,0.0,1.0,0.0,299.706,7.685,0.796,11.603,0.474,1.834,1.353,1.571,-3.166,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_9
-1453.638,211.782,1048.283,-85.765,84.411,61.569,648.981,1592.869,6.334,43.325,-527.88,-78.394,0.372,-139.871,-68.817,-30.212,-28.331,0.0,50.517,41.589,165.141,286.78,-92.297,50.442,-35.553,32.696,-787.225,11.769,-26.131,0.054,28.135,0.0,1.0,0.0,270.192,6.928,0.572,7.182,0.824,1.679,3.475,1.699,-3.075,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_0
-1445.478,209.552,1049.504,-84.635,82.393,60.816,651.618,1590.08,6.543,45.205,-528.327,-76.484,0.424,-139.652,-69.014,-28.986,-27.932,0.0,49.87,40.423,165.089,275.172,-90.444,52.256,-37.787,36.475,-781.442,14.098,-25.119,0.078,40.862,0.0,1.0,0.0,269.259,6.904,0.614,9.992,0.674,1.818,3.441,1.305,-3.053,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_1
-1453.321,214.482,1068.674,-86.683,88.179,63.537,654.141,1603.816,6.476,45.048,-531.05,-73.887,0.416,-139.142,-69.886,-30.223,-29.734,0.0,52.887,46.797,172.415,277.132,-86.67,53.035,-51.315,31.805,-769.746,5.896,-20.923,0.15,67.208,0.0,1.0,0.0,232.825,5.97,0.662,6.825,0.433,1.998,1.456,1.029,-3.007,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_2
-1454.522,216.142,1062.873,-86.505,83.11,63.08,652.464,1597.503,6.609,45.756,-523.768,-74.181,0.465,-139.269,-70.438,-30.597,-29.139,0.0,54.276,47.635,169.49,277.521,-88.031,57.645,-56.73,36.754,-771.567,5.947,-21.432,0.14,60.485,0.0,1.0,0.0,232.282,5.956,0.626,3.052,0.637,1.979,3.348,1.046,-3.014,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_3
-1455.25,212.456,1062.672,-85.934,83.762,62.375,650.635,1600.864,5.889,41.214,-530.346,-74.992,0.406,-140.384,-67.657,-30.831,-27.425,0.0,47.609,41.439,170.891,279.728,-92.527,48.464,-39.356,33.723,-780.594,10.876,-27.75,0.049,18.732,0.0,1.0,0.0,268.359,6.881,0.65,9.788,0.705,1.813,3.479,1.631,-3.049,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_4
-1470.391,213.511,1076.201,-85.836,81.569,63.348,655.375,1617.824,6.203,42.904,-535.518,-77.868,0.388,-140.032,-67.259,-31.795,-29.339,0.0,52.533,42.838,162.251,293.25,-94.178,48.35,-42.184,36.756,-789.829,11.732,-27.22,0.051,19.343,0.0,1.0,0.0,264.138,6.773,0.635,13.785,0.445,1.668,1.392,1.19,-3.085,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_5
-1452.138,211.353,1065.605,-87.158,87.721,62.696,656.181,1603.772,6.976,49.756,-535.734,-76.587,0.405,-138.821,-69.817,-31.691,-27.338,0.0,48.593,40.348,172.62,277.778,-89.574,55.473,-44.69,32.427,-779.075,13.534,-24.89,0.084,40.531,0.0,1.0,0.0,272.574,6.989,0.691,14.5,0.486,1.857,1.516,1.616,-3.043,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_6
-1454.739,214.463,1065.455,-87.238,87.3,62.208,655.57,1601.941,6.673,48.962,-536.018,-75.157,0.399,-139.12,-70.123,-30.492,-28.821,0.0,48.472,40.901,173.852,278.813,-88.265,56.024,-46.987,34.827,-777.85,13.025,-25.397,0.09,45.218,0.0,2.0,1.0,276.773,7.097,0.724,14.643,0.329,1.709,0.946,1.617,-3.038,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_7
-1454.377,212.168,1069.624,-87.541,93.316,62.284,656.442,1605.334,6.726,48.843,-533.864,-71.466,0.364,-139.234,-69.247,-30.787,-30.165,0.0,49.482,40.543,176.761,274.871,-89.521,54.661,-49.491,36.215,-771.607,15.303,-24.534,0.092,46.267,0.0,2.0,1.0,276.895,7.1,0.737,14.268,0.341,1.781,0.941,1.629,-3.014,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_8
-1452.406,211.885,1064.897,-87.013,91.465,62.379,656.981,1603.59,6.834,50.064,-537.434,-74.13,0.383,-138.969,-69.648,-30.758,-29.663,0.0,48.498,41.728,175.96,275.528,-87.849,52.826,-45.166,37.159,-775.777,13.206,-26.208,0.088,45.258,0.0,1.0,0.0,276.535,7.091,0.756,14.931,0.335,1.704,0.94,1.617,-3.03,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_9
-1432.401,210.465,1058.399,-84.575,81.153,62.596,651.257,1591.459,6.741,49.36,-533.191,-75.515,0.399,-138.46,-70.937,-31.677,-29.957,0.0,52.048,35.242,169.678,263.796,-89.265,54.531,-46.037,34.754,-783.504,12.793,-22.976,0.095,39.403,0.0,1.0,0.0,247.486,6.346,0.626,11.121,0.551,1.865,1.556,0.0,-3.061,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_0
-1436.147,211.041,1059.09,-84.849,82.412,62.377,652.311,1592.597,6.548,46.997,-534.187,-75.097,0.392,-138.566,-70.676,-32.561,-29.936,0.0,52.306,35.457,170.658,259.677,-90.591,55.161,-45.985,33.83,-788.744,12.771,-22.655,0.095,39.058,0.0,1.0,0.0,251.247,6.442,0.645,11.512,0.448,1.878,1.553,0.0,-3.081,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_1
-1443.056,211.685,1049.766,-85.715,82.695,62.172,650.743,1593.535,6.128,43.579,-530.757,-74.709,0.4,-137.722,-71.048,-31.518,-29.953,0.0,50.976,35.736,164.626,266.861,-93.585,53.927,-33.97,34.706,-790.779,13.179,-25.772,0.082,28.941,0.0,1.0,0.0,255.309,6.546,0.665,10.247,0.717,1.696,1.468,0.127,-3.089,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_2
-1447.152,211.008,1054.611,-85.752,82.712,62.571,653.308,1595.955,6.433,46.61,-532.409,-76.218,0.386,-137.547,-69.721,-31.739,-29.95,0.0,50.859,35.115,169.005,270.478,-91.756,54.603,-39.402,34.259,-789.784,13.404,-21.904,0.105,44.666,0.0,1.0,0.0,254.695,6.531,0.691,11.583,0.54,1.626,1.502,0.083,-3.085,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_3
-1433.799,213.567,1059.22,-84.724,81.898,62.252,650.31,1591.565,6.352,46.231,-534.699,-74.231,0.608,-138.518,-68.833,-33.818,-29.19,0.0,46.958,38.864,167.019,266.719,-91.841,51.877,-43.915,27.046,-787.143,11.581,-23.303,0.094,46.336,0.0,1.0,0.0,270.483,6.935,0.6,11.943,0.508,1.931,3.325,0.095,-3.075,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_4
-1442.262,214.039,1058.566,-85.015,82.625,61.794,650.093,1593.28,6.237,45.049,-531.77,-72.541,0.619,-138.087,-69.246,-31.943,-29.969,0.0,46.802,39.722,170.289,270.19,-92.75,53.141,-45.336,25.806,-786.649,12.148,-24.487,0.094,45.756,0.0,1.0,0.0,280.711,7.198,0.646,12.388,0.715,1.926,3.339,0.198,-3.073,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_5
-1459.56,212.938,1058.847,-87.294,86.211,62.924,657.603,1605.887,6.559,45.879,-537.35,-75.137,0.398,-138.113,-69.995,-28.527,-34.377,0.0,56.799,38.425,174.967,280.046,-92.148,49.316,-37.076,30.256,-789.754,13.568,-25.768,0.06,31.21,0.0,1.0,0.0,266.237,6.827,0.633,12.501,0.467,1.66,1.497,0.0,-3.085,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_6
-1456.355,212.564,1063.811,-87.033,85.34,63.172,658.971,1606.968,6.765,47.139,-540.224,-74.938,0.384,-138.174,-69.978,-28.492,-35.347,0.0,57.589,38.059,174.537,284.305,-90.266,49.37,-40.643,31.126,-783.877,13.371,-25.615,0.061,32.054,0.0,1.0,0.0,263.077,6.746,0.63,12.031,0.488,1.841,1.568,0.0,-3.062,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_7
-1439.469,215.593,1063.9,-84.42,84.837,61.15,656.419,1598.792,6.053,43.343,-534.918,-75.131,0.648,-139.621,-69.567,-30.041,-27.453,0.0,43.992,36.008,173.859,277.348,-89.877,51.469,-46.59,29.947,-770.005,14.33,-22.267,0.087,40.073,0.0,1.0,0.0,273.651,7.017,0.598,6.852,0.885,1.808,0.968,0.16,-3.008,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_8
-1441.797,209.216,1061.755,-84.196,85.401,61.89,654.511,1600.881,6.421,44.516,-541.37,-73.983,0.375,-137.416,-72.05,-31.29,-32.382,0.0,51.178,39.369,170.847,267.801,-94.587,51.304,-39.435,24.869,-794.259,12.342,-21.702,0.105,48.895,0.0,1.0,0.0,258.71,6.634,0.606,12.162,0.621,1.883,3.323,0.286,-3.103,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_9
-1464.705,216.814,1078.475,-91.067,79.43,68.503,646.652,1591.882,5.686,37.332,-527.311,-69.925,2.507,-132.514,-70.159,-31.429,-33.699,0.0,52.01,53.913,186.943,296.629,-99.824,32.47,-71.237,15.711,-788.146,0.692,-26.001,0.113,40.026,0.0,1.0,0.0,270.426,6.934,0.743,12.915,0.353,1.719,1.465,1.578,-3.067,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_0
-1471.71,217.936,1079.317,-91.716,81.952,68.41,642.98,1591.547,5.419,35.127,-521.639,-70.578,2.358,-130.886,-69.646,-31.877,-31.47,0.0,53.132,53.714,190.918,297.225,-100.367,36.243,-74.864,14.054,-783.855,0.575,-24.113,0.117,41.303,0.0,1.0,0.0,265.411,6.805,0.757,9.731,0.421,1.682,1.489,1.92,-3.05,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_1
-1479.466,212.705,1091.781,-91.27,77.818,67.814,650.41,1608.386,6.177,41.796,-518.728,-73.241,2.528,-131.735,-71.318,-35.837,-26.682,0.0,58.623,54.64,186.315,307.159,-96.348,28.507,-72.822,27.031,-776.924,0.929,-23.789,0.08,35.741,0.0,1.0,0.0,282.902,7.254,0.702,11.763,0.627,1.744,1.446,1.663,-3.023,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_2
-1480.381,214.939,1090.709,-91.627,78.295,68.008,653.349,1607.453,5.397,36.629,-524.508,-73.029,2.477,-132.292,-72.555,-36.283,-30.199,0.0,53.12,56.424,188.704,307.299,-97.828,28.554,-71.724,26.813,-783.303,0.5,-24.012,0.069,29.897,0.0,1.0,0.0,297.001,7.615,0.647,11.074,0.558,1.661,1.594,1.636,-3.048,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_3
